target_node,root_cause_node,issue_type,severity,affected_column,timestamp,paths,IssueNumber,DetailedPathDescription,Summary
lambda_step_priceGreaterThan55_AWS::Lambda,lambda_step_priceGreaterThan55_AWS::Lambda::Function,latency,0.0335442144673503,latency_Average,2024-05-26 22:56:56.859887,"['StepFnStateMachine76D362E8-T67Tg48ke8oK_client', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda', 'lambda_step_priceGreaterThan55_AWS::Lambda::Function', 'lambda_step_priceGreaterThan55', 'Evidently_AWS::Evidently']",0_34,"The path of the issue is from StepFnStateMachine76D362E8-T67Tg48ke8oK_client, through AWS::StepFunctions::StateMachine to lambda_step_priceGreaterThan55_AWS::Lambda to lambda_step_priceGreaterThan55_AWS::Lambda::Function to lambda_step_priceGreaterThan55, to Evidently_AWS::Evidently.","On 2024-05-26 22:56:56.859887, a latency issue at target node lambda_step_priceGreaterThan55_AWS::Lambda, primarily caused by root cause node lambda_step_priceGreaterThan55_AWS::Lambda::Function, affects latency_Average with a severity of 0.034. The path of the issue is from StepFnStateMachine76D362E8-T67Tg48ke8oK_client, through AWS::StepFunctions::StateMachine to lambda_step_priceGreaterThan55_AWS::Lambda to lambda_step_priceGreaterThan55_AWS::Lambda::Function to lambda_step_priceGreaterThan55, to Evidently_AWS::Evidently."
PetSite,PetSearch_AWS::ECS::Fargate,latency,0.0906799575784641,availability_Average,2024-05-26 22:57:18.081544,"['PetSite', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate']",2_27,"The path of the issue is from PetSite, through petlistadoptions_AWS::ECS::Fargate, to PetSearch_AWS::ECS::Fargate.","On 2024-05-26 22:57:18.081544, a latency issue at target node PetSite, primarily caused by root cause node PetSearch_AWS::ECS::Fargate, affects availability_Average with a severity of 0.091. The path of the issue is from PetSite, through petlistadoptions_AWS::ECS::Fargate, to PetSearch_AWS::ECS::Fargate."
169.254.170.2_remote,PetSearch_AWS::ECS::Fargate,latency,0.0863061196473014,latency_p99,2024-05-26 22:56:52.126422,"['PetSearch_client', 'PetSearch_AWS::ECS::Fargate', '169.254.170.2_remote']",0_14,"The path of the issue is from PetSearch_client, through PetSearch_AWS::ECS::Fargate, to 169.254.170.2_remote.","On 2024-05-26 22:56:52.126422, a latency issue at target node 169.254.170.2_remote, primarily caused by root cause node PetSearch_AWS::ECS::Fargate, affects latency_p99 with a severity of 0.086. The path of the issue is from PetSearch_client, through PetSearch_AWS::ECS::Fargate, to 169.254.170.2_remote."
lambda_step_readDDB_AWS::Lambda,lambda_step_readDDB_AWS::Lambda::Function,latency,0.1141341055391758,latency_p90,2024-05-26 22:57:21.666257,"['lambda_step_readDDB_AWS::Lambda', 'lambda_step_readDDB_AWS::Lambda::Function']",2_43,The path of the issue is from lambda_step_readDDB_AWS::Lambda to lambda_step_readDDB_AWS::Lambda::Function.,"On 2024-05-26 22:57:21.666257, a latency issue at target node lambda_step_readDDB_AWS::Lambda, primarily caused by root cause node lambda_step_readDDB_AWS::Lambda::Function, affects latency_p90 with a severity of 0.114. The path of the issue is from lambda_step_readDDB_AWS::Lambda to lambda_step_readDDB_AWS::Lambda::Function."
AWS::StepFunctions::StateMachine,lambda_step_priceGreaterThan55_AWS::Lambda,latency,0.0582123780705261,latency_p90,2024-05-26 22:57:06.171680,"['AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda']",1_25,The path of the issue is from AWS::StepFunctions::StateMachine to lambda_step_priceGreaterThan55_AWS::Lambda.,"On 2024-05-26 22:57:06.171680, a latency issue at target node AWS::StepFunctions::StateMachine, primarily caused by root cause node lambda_step_priceGreaterThan55_AWS::Lambda, affects latency_p90 with a severity of 0.058. The path of the issue is from AWS::StepFunctions::StateMachine to lambda_step_priceGreaterThan55_AWS::Lambda."
lambda_step_priceLessThan55_AWS::Lambda,lambda_step_priceLessThan55_AWS::Lambda::Function,latency,0.0902428522017776,latency_Average,2024-05-26 22:57:19.650115,"['lambda_step_priceLessThan55_AWS::Lambda', 'lambda_step_priceLessThan55_AWS::Lambda::Function']",2_34,The path of the issue is from lambda_step_priceLessThan55_AWS::Lambda to lambda_step_priceLessThan55_AWS::Lambda::Function.,"On 2024-05-26 22:57:19.650115, a latency issue at target node lambda_step_priceLessThan55_AWS::Lambda, primarily caused by root cause node lambda_step_priceLessThan55_AWS::Lambda::Function, affects latency_Average with a severity of 0.090. The path of the issue is from lambda_step_priceLessThan55_AWS::Lambda to lambda_step_priceLessThan55_AWS::Lambda::Function."
PGSQL Query_remote,petlistadoptions_AWS::ECS::Fargate,latency,0.1074882429026159,availability_Average,2024-05-26 22:57:11.425070,"['petlistadoptions_AWS::ECS::Fargate', 'PGSQL Query_remote']",1_48,The path of the issue is from petlistadoptions_AWS::ECS::Fargate to PGSQL Query_remote.,"On 2024-05-26 22:57:11.425070, a latency issue at target node PGSQL Query_remote, primarily caused by root cause node petlistadoptions_AWS::ECS::Fargate, affects availability_Average with a severity of 0.107. The path of the issue is from petlistadoptions_AWS::ECS::Fargate to PGSQL Query_remote."
StepFnStateMachine76D362E8-T67Tg48ke8oK_client,lambda_step_priceLessThan55_AWS::Lambda,latency,0.1065270537169042,availability_Average,2024-05-26 22:57:21.440636,"['StepFnStateMachine76D362E8-T67Tg48ke8oK_client', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda', 'lambda_step_priceLessThan55_AWS::Lambda::Function', 'lambda_step_priceLessThan55']",2_42,"The path of the issue is from StepFnStateMachine76D362E8-T67Tg48ke8oK_client, through AWS::StepFunctions::StateMachine to lambda_step_priceLessThan55_AWS::Lambda to lambda_step_priceLessThan55_AWS::Lambda::Function, to lambda_step_priceLessThan55.","On 2024-05-26 22:57:21.440636, a latency issue at target node StepFnStateMachine76D362E8-T67Tg48ke8oK_client, primarily caused by root cause node lambda_step_priceLessThan55_AWS::Lambda, affects availability_Average with a severity of 0.107. The path of the issue is from StepFnStateMachine76D362E8-T67Tg48ke8oK_client, through AWS::StepFunctions::StateMachine to lambda_step_priceLessThan55_AWS::Lambda to lambda_step_priceLessThan55_AWS::Lambda::Function, to lambda_step_priceLessThan55."
lambda_step_readDDB,DynamoDB_AWS::DynamoDB,latency,0.0690101329127841,latency_p95,2024-05-26 22:57:19.872430,"['lambda_step_readDDB', 'DynamoDB_AWS::DynamoDB']",2_35,The path of the issue is from lambda_step_readDDB to DynamoDB_AWS::DynamoDB.,"On 2024-05-26 22:57:19.872430, a latency issue at target node lambda_step_readDDB, primarily caused by root cause node DynamoDB_AWS::DynamoDB, affects latency_p95 with a severity of 0.069. The path of the issue is from lambda_step_readDDB to DynamoDB_AWS::DynamoDB."
lambda_step_priceGreaterThan55_AWS::Lambda,Evidently_AWS::Evidently,latency,0.061484143311146,latency_p95,2024-05-26 22:57:12.570425,"['AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda', 'lambda_step_priceGreaterThan55_AWS::Lambda::Function', 'lambda_step_priceGreaterThan55', 'Evidently_AWS::Evidently']",2_3,"The path of the issue is from AWS::StepFunctions::StateMachine, through lambda_step_priceGreaterThan55_AWS::Lambda to lambda_step_priceGreaterThan55_AWS::Lambda::Function to lambda_step_priceGreaterThan55, to Evidently_AWS::Evidently.","On 2024-05-26 22:57:12.570425, a latency issue at target node lambda_step_priceGreaterThan55_AWS::Lambda, primarily caused by root cause node Evidently_AWS::Evidently, affects latency_p95 with a severity of 0.061. The path of the issue is from AWS::StepFunctions::StateMachine, through lambda_step_priceGreaterThan55_AWS::Lambda to lambda_step_priceGreaterThan55_AWS::Lambda::Function to lambda_step_priceGreaterThan55, to Evidently_AWS::Evidently."
petlistadoptions_client,petlistadoptions_AWS::ECS::Fargate,latency,0.1205267671048723,latency_p90,2024-05-26 22:56:55.915442,"['petlistadoptions_client', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', 'AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement']",0_30,"The path of the issue is from petlistadoptions_client, through petlistadoptions_AWS::ECS::Fargate to PetSearch_AWS::ECS::Fargate, to AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement.","On 2024-05-26 22:56:55.915442, a latency issue at target node petlistadoptions_client, primarily caused by root cause node petlistadoptions_AWS::ECS::Fargate, affects latency_p90 with a severity of 0.121. The path of the issue is from petlistadoptions_client, through petlistadoptions_AWS::ECS::Fargate to PetSearch_AWS::ECS::Fargate, to AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement."
petlistadoptions_AWS::ECS::Fargate,PetSite,latency,0.1082853051603169,latency_Average,2024-05-26 22:56:59.923426,"['PetSite', 'petlistadoptions_AWS::ECS::Fargate', 'Servi-searc.us-west-2.elb.amazonaws.com_remote']",0_47,"The path of the issue is from PetSite, through petlistadoptions_AWS::ECS::Fargate, to Servi-searc.us-west-2.elb.amazonaws.com_remote.","On 2024-05-26 22:56:59.923426, a latency issue at target node petlistadoptions_AWS::ECS::Fargate, primarily caused by root cause node PetSite, affects latency_Average with a severity of 0.108. The path of the issue is from PetSite, through petlistadoptions_AWS::ECS::Fargate, to Servi-searc.us-west-2.elb.amazonaws.com_remote."
lambdastatusupdater_AWS::Lambda::Function,petInfo_AWS::DynamoDB::Table,latency,0.0634059942025587,latency_p50,2024-05-26 22:57:17.861728,"['lambdastatusupdater_AWS::Lambda::Function', 'petInfo_AWS::DynamoDB::Table']",2_26,The path of the issue is from lambdastatusupdater_AWS::Lambda::Function to petInfo_AWS::DynamoDB::Table.,"On 2024-05-26 22:57:17.861728, a latency issue at target node lambdastatusupdater_AWS::Lambda::Function, primarily caused by root cause node petInfo_AWS::DynamoDB::Table, affects latency_p50 with a severity of 0.063. The path of the issue is from lambdastatusupdater_AWS::Lambda::Function to petInfo_AWS::DynamoDB::Table."
lambdastatusupdater_AWS::Lambda,lambdastatusupdater_AWS::Lambda::Function,latency,0.1288004971538841,latency_p99,2024-05-26 22:56:57.346166,"['lambdastatusupdater_AWS::Lambda', 'lambdastatusupdater_AWS::Lambda::Function']",0_36,The path of the issue is from lambdastatusupdater_AWS::Lambda to lambdastatusupdater_AWS::Lambda::Function.,"On 2024-05-26 22:56:57.346166, a latency issue at target node lambdastatusupdater_AWS::Lambda, primarily caused by root cause node lambdastatusupdater_AWS::Lambda::Function, affects latency_p99 with a severity of 0.129. The path of the issue is from lambdastatusupdater_AWS::Lambda to lambdastatusupdater_AWS::Lambda::Function."
Evidently_AWS::Evidently,lambda_step_priceLessThan55,latency,0.064684212935329,latency_Average,2024-05-26 22:57:22.331726,"['lambda_step_priceLessThan55', 'Evidently_AWS::Evidently']",2_46,The path of the issue is from lambda_step_priceLessThan55 to Evidently_AWS::Evidently.,"On 2024-05-26 22:57:22.331726, a latency issue at target node Evidently_AWS::Evidently, primarily caused by root cause node lambda_step_priceLessThan55, affects latency_Average with a severity of 0.065. The path of the issue is from lambda_step_priceLessThan55 to Evidently_AWS::Evidently."
AWS::StepFunctions::StateMachine,lambda_step_priceGreaterThan55,latency,0.11516137978392,latency_p99,2024-05-26 22:57:18.975467,"['StepFnStateMachine76D362E8-T67Tg48ke8oK_client', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda', 'lambda_step_priceGreaterThan55_AWS::Lambda::Function', 'lambda_step_priceGreaterThan55']",2_31,"The path of the issue is from StepFnStateMachine76D362E8-T67Tg48ke8oK_client, through AWS::StepFunctions::StateMachine to lambda_step_priceGreaterThan55_AWS::Lambda to lambda_step_priceGreaterThan55_AWS::Lambda::Function, to lambda_step_priceGreaterThan55.","On 2024-05-26 22:57:18.975467, a latency issue at target node AWS::StepFunctions::StateMachine, primarily caused by root cause node lambda_step_priceGreaterThan55, affects latency_p99 with a severity of 0.115. The path of the issue is from StepFnStateMachine76D362E8-T67Tg48ke8oK_client, through AWS::StepFunctions::StateMachine to lambda_step_priceGreaterThan55_AWS::Lambda to lambda_step_priceGreaterThan55_AWS::Lambda::Function, to lambda_step_priceGreaterThan55."
amazon.com_remote,payforadoption_AWS::ECS::Container,latency,0.0964434086282174,latency_Average,2024-05-26 22:57:05.724479,"['payforadoption_AWS::ECS::Container', 'amazon.com_remote']",1_23,The path of the issue is from payforadoption_AWS::ECS::Container to amazon.com_remote.,"On 2024-05-26 22:57:05.724479, a latency issue at target node amazon.com_remote, primarily caused by root cause node payforadoption_AWS::ECS::Container, affects latency_Average with a severity of 0.096. The path of the issue is from payforadoption_AWS::ECS::Container to amazon.com_remote."
PetSite,AWS::StepFunctions::StateMachine,latency,0.1214261522563138,latency_p50,2024-05-26 22:57:01.257548,"['PetSite', 'AWS::StepFunctions::StateMachine']",1_3,The path of the issue is from PetSite to AWS::StepFunctions::StateMachine.,"On 2024-05-26 22:57:01.257548, a latency issue at target node PetSite, primarily caused by root cause node AWS::StepFunctions::StateMachine, affects latency_p50 with a severity of 0.121. The path of the issue is from PetSite to AWS::StepFunctions::StateMachine."
PetSite,AWS::StepFunctions::StateMachine,latency,0.0478028141812972,latency_p90,2024-05-26 22:56:49.147314,"['PetSite', 'AWS::StepFunctions::StateMachine']",0_1,The path of the issue is from PetSite to AWS::StepFunctions::StateMachine.,"On 2024-05-26 22:56:49.147314, a latency issue at target node PetSite, primarily caused by root cause node AWS::StepFunctions::StateMachine, affects latency_p90 with a severity of 0.048. The path of the issue is from PetSite to AWS::StepFunctions::StateMachine."
lambda_step_priceLessThan55_AWS::Lambda,lambda_step_priceLessThan55_AWS::Lambda::Function,latency,0.039502018611796,latency_p90,2024-05-26 22:57:22.778991,"['AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda', 'lambda_step_priceLessThan55_AWS::Lambda::Function', 'lambda_step_priceLessThan55', 'Evidently_AWS::Evidently']",2_48,"The path of the issue is from AWS::StepFunctions::StateMachine, through lambda_step_priceLessThan55_AWS::Lambda to lambda_step_priceLessThan55_AWS::Lambda::Function to lambda_step_priceLessThan55, to Evidently_AWS::Evidently.","On 2024-05-26 22:57:22.778991, a latency issue at target node lambda_step_priceLessThan55_AWS::Lambda, primarily caused by root cause node lambda_step_priceLessThan55_AWS::Lambda::Function, affects latency_p90 with a severity of 0.040. The path of the issue is from AWS::StepFunctions::StateMachine, through lambda_step_priceLessThan55_AWS::Lambda to lambda_step_priceLessThan55_AWS::Lambda::Function to lambda_step_priceLessThan55, to Evidently_AWS::Evidently."
lambda_step_priceGreaterThan55_AWS::Lambda,lambda_step_priceGreaterThan55_AWS::Lambda::Function,latency,0.126628270735232,latency_p99,2024-05-26 22:57:11.653126,"['lambda_step_priceGreaterThan55_AWS::Lambda', 'lambda_step_priceGreaterThan55_AWS::Lambda::Function']",1_49,The path of the issue is from lambda_step_priceGreaterThan55_AWS::Lambda to lambda_step_priceGreaterThan55_AWS::Lambda::Function.,"On 2024-05-26 22:57:11.653126, a latency issue at target node lambda_step_priceGreaterThan55_AWS::Lambda, primarily caused by root cause node lambda_step_priceGreaterThan55_AWS::Lambda::Function, affects latency_p99 with a severity of 0.127. The path of the issue is from lambda_step_priceGreaterThan55_AWS::Lambda to lambda_step_priceGreaterThan55_AWS::Lambda::Function."
lambda_step_priceGreaterThan55_AWS::Lambda,AWS::StepFunctions::StateMachine,latency,0.0697157075215061,latency_p50,2024-05-26 22:57:10.483314,"['AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda']",1_44,The path of the issue is from AWS::StepFunctions::StateMachine to lambda_step_priceGreaterThan55_AWS::Lambda.,"On 2024-05-26 22:57:10.483314, a latency issue at target node lambda_step_priceGreaterThan55_AWS::Lambda, primarily caused by root cause node AWS::StepFunctions::StateMachine, affects latency_p50 with a severity of 0.070. The path of the issue is from AWS::StepFunctions::StateMachine to lambda_step_priceGreaterThan55_AWS::Lambda."
SSM_AWS::SSM,lambda_step_readDDB_AWS::Lambda::Function,latency,0.0595488869062425,availability_Average,2024-05-26 22:57:08.640471,"['lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB', 'SSM_AWS::SSM']",1_36,"The path of the issue is from lambda_step_readDDB_AWS::Lambda::Function, through lambda_step_readDDB, to SSM_AWS::SSM.","On 2024-05-26 22:57:08.640471, a latency issue at target node SSM_AWS::SSM, primarily caused by root cause node lambda_step_readDDB_AWS::Lambda::Function, affects availability_Average with a severity of 0.060. The path of the issue is from lambda_step_readDDB_AWS::Lambda::Function, through lambda_step_readDDB, to SSM_AWS::SSM."
petlistadoptions_AWS::ECS::Fargate,PetSite,latency,0.0818241870644795,availability_Average,2024-05-26 22:56:56.384968,"['PetSite', 'petlistadoptions_AWS::ECS::Fargate']",0_32,The path of the issue is from PetSite to petlistadoptions_AWS::ECS::Fargate.,"On 2024-05-26 22:56:56.384968, a latency issue at target node petlistadoptions_AWS::ECS::Fargate, primarily caused by root cause node PetSite, affects availability_Average with a severity of 0.082. The path of the issue is from PetSite to petlistadoptions_AWS::ECS::Fargate."
PetSite,lambda_step_priceLessThan55_AWS::Lambda::Function,latency,0.0448189256608059,availability_Average,2024-05-26 22:56:57.577952,"['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda', 'lambda_step_priceLessThan55_AWS::Lambda::Function', 'lambda_step_priceLessThan55', 'Evidently_AWS::Evidently']",0_37,"The path of the issue is from PetSite, through AWS::StepFunctions::StateMachine to lambda_step_priceLessThan55_AWS::Lambda to lambda_step_priceLessThan55_AWS::Lambda::Function to lambda_step_priceLessThan55, to Evidently_AWS::Evidently.","On 2024-05-26 22:56:57.577952, a latency issue at target node PetSite, primarily caused by root cause node lambda_step_priceLessThan55_AWS::Lambda::Function, affects availability_Average with a severity of 0.045. The path of the issue is from PetSite, through AWS::StepFunctions::StateMachine to lambda_step_priceLessThan55_AWS::Lambda to lambda_step_priceLessThan55_AWS::Lambda::Function to lambda_step_priceLessThan55, to Evidently_AWS::Evidently."
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,PetSearch_AWS::ECS::Fargate,latency,0.0722150320018833,latency_Average,2024-05-26 22:57:14.842116,"['PetSite', 'PetSearch_AWS::ECS::Fargate', 'AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement']",2_13,"The path of the issue is from PetSite, through PetSearch_AWS::ECS::Fargate, to AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement.","On 2024-05-26 22:57:14.842116, a latency issue at target node AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement, primarily caused by root cause node PetSearch_AWS::ECS::Fargate, affects latency_Average with a severity of 0.072. The path of the issue is from PetSite, through PetSearch_AWS::ECS::Fargate, to AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement."
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,PetSearch_AWS::ECS::Fargate,latency,0.0577570138222636,latency_Average,2024-05-26 22:57:13.699146,"['PetSearch_AWS::ECS::Fargate', 'AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement']",2_8,The path of the issue is from PetSearch_AWS::ECS::Fargate to AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement.,"On 2024-05-26 22:57:13.699146, a latency issue at target node AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement, primarily caused by root cause node PetSearch_AWS::ECS::Fargate, affects latency_Average with a severity of 0.058. The path of the issue is from PetSearch_AWS::ECS::Fargate to AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement."
S3_AWS::S3,petlistadoptions_AWS::ECS::Fargate,latency,0.0512091918278526,latency_p95,2024-05-26 22:57:08.185862,"['PetSite', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', 'S3_AWS::S3']",1_34,"The path of the issue is from PetSite, through petlistadoptions_AWS::ECS::Fargate to PetSearch_AWS::ECS::Fargate, to S3_AWS::S3.","On 2024-05-26 22:57:08.185862, a latency issue at target node S3_AWS::S3, primarily caused by root cause node petlistadoptions_AWS::ECS::Fargate, affects latency_p95 with a severity of 0.051. The path of the issue is from PetSite, through petlistadoptions_AWS::ECS::Fargate to PetSearch_AWS::ECS::Fargate, to S3_AWS::S3."
www.amazon.com_remote,payforadoption_AWS::ECS::Container,latency,0.0307347271169823,latency_p90,2024-05-26 22:57:19.428721,"['payforadoption_AWS::ECS::Container', 'www.amazon.com_remote']",2_33,The path of the issue is from payforadoption_AWS::ECS::Container to www.amazon.com_remote.,"On 2024-05-26 22:57:19.428721, a latency issue at target node www.amazon.com_remote, primarily caused by root cause node payforadoption_AWS::ECS::Container, affects latency_p90 with a severity of 0.031. The path of the issue is from payforadoption_AWS::ECS::Container to www.amazon.com_remote."
Evidently_AWS::Evidently,lambda_step_priceGreaterThan55,latency,0.0873974078711331,availability_Average,2024-05-26 22:56:55.677399,"['StepFnStateMachine76D362E8-T67Tg48ke8oK_client', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda', 'lambda_step_priceGreaterThan55_AWS::Lambda::Function', 'lambda_step_priceGreaterThan55', 'Evidently_AWS::Evidently']",0_29,"The path of the issue is from StepFnStateMachine76D362E8-T67Tg48ke8oK_client, through AWS::StepFunctions::StateMachine to lambda_step_priceGreaterThan55_AWS::Lambda to lambda_step_priceGreaterThan55_AWS::Lambda::Function to lambda_step_priceGreaterThan55, to Evidently_AWS::Evidently.","On 2024-05-26 22:56:55.677399, a latency issue at target node Evidently_AWS::Evidently, primarily caused by root cause node lambda_step_priceGreaterThan55, affects availability_Average with a severity of 0.087. The path of the issue is from StepFnStateMachine76D362E8-T67Tg48ke8oK_client, through AWS::StepFunctions::StateMachine to lambda_step_priceGreaterThan55_AWS::Lambda to lambda_step_priceGreaterThan55_AWS::Lambda::Function to lambda_step_priceGreaterThan55, to Evidently_AWS::Evidently."
Evidently_AWS::Evidently,lambda_step_priceLessThan55,latency,0.1182530621582298,latency_p90,2024-05-26 22:57:05.501739,"['lambda_step_priceLessThan55', 'Evidently_AWS::Evidently']",1_22,The path of the issue is from lambda_step_priceLessThan55 to Evidently_AWS::Evidently.,"On 2024-05-26 22:57:05.501739, a latency issue at target node Evidently_AWS::Evidently, primarily caused by root cause node lambda_step_priceLessThan55, affects latency_p90 with a severity of 0.118. The path of the issue is from lambda_step_priceLessThan55 to Evidently_AWS::Evidently."
adoptions@services-database.us-west-2.rds.amazonaws.com_Database::SQL,payforadoption_AWS::ECS::Container,latency,0.0738842041194166,latency_p90,2024-05-26 22:57:12.345190,"['PetSite', 'payforadoption_AWS::ECS::Container', 'adoptions@services-database.us-west-2.rds.amazonaws.com_Database::SQL']",2_2,"The path of the issue is from PetSite, through payforadoption_AWS::ECS::Container, to adoptions@services-database.us-west-2.rds.amazonaws.com_Database::SQL.","On 2024-05-26 22:57:12.345190, a latency issue at target node adoptions@services-database.us-west-2.rds.amazonaws.com_Database::SQL, primarily caused by root cause node payforadoption_AWS::ECS::Container, affects latency_p90 with a severity of 0.074. The path of the issue is from PetSite, through payforadoption_AWS::ECS::Container, to adoptions@services-database.us-west-2.rds.amazonaws.com_Database::SQL."
PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage,PetSite,latency,0.0921587589115503,latency_Average,2024-05-26 22:57:16.474683,"['PetSite', 'payforadoption_AWS::ECS::Container', 'PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage', 'lambdastatusupdater_AWS::Lambda']",2_20,"The path of the issue is from PetSite, through payforadoption_AWS::ECS::Container to PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage, to lambdastatusupdater_AWS::Lambda.","On 2024-05-26 22:57:16.474683, a latency issue at target node PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage, primarily caused by root cause node PetSite, affects latency_Average with a severity of 0.092. The path of the issue is from PetSite, through payforadoption_AWS::ECS::Container to PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage, to lambdastatusupdater_AWS::Lambda."
payforadoption_AWS::ECS::Container,lambdastatusupdater_AWS::Lambda::Function,latency,0.1172660019008611,latency_p50,2024-05-26 22:57:10.963887,"['payforadoption_AWS::ECS::Container', 'PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage', 'lambdastatusupdater_AWS::Lambda', 'lambdastatusupdater_AWS::Lambda::Function', 'petInfo_AWS::DynamoDB::Table']",1_46,"The path of the issue is from payforadoption_AWS::ECS::Container, through PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage to lambdastatusupdater_AWS::Lambda to lambdastatusupdater_AWS::Lambda::Function, to petInfo_AWS::DynamoDB::Table.","On 2024-05-26 22:57:10.963887, a latency issue at target node payforadoption_AWS::ECS::Container, primarily caused by root cause node lambdastatusupdater_AWS::Lambda::Function, affects latency_p50 with a severity of 0.117. The path of the issue is from payforadoption_AWS::ECS::Container, through PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage to lambdastatusupdater_AWS::Lambda to lambdastatusupdater_AWS::Lambda::Function, to petInfo_AWS::DynamoDB::Table."
